법정동코드,법정동명,폐지여부
4782035000,경상북도 청도군 운문면,존재
4782035032,경상북도 청도군 운문면 대천리,존재
4782035033,경상북도 청도군 운문면 순지리,존재
4782035034,경상북도 청도군 운문면 방음리,존재
4782035035,경상북도 청도군 운문면 오진리,존재
4782035036,경상북도 청도군 운문면 신원리,존재
4782035037,경상북도 청도군 운문면 서지리,존재
4782035038,경상북도 청도군 운문면 공암리,존재
4782035039,경상북도 청도군 운문면 지촌리,존재
4782035040,경상북도 청도군 운문면 봉하리,존재
4782035041,경상북도 청도군 운문면 정상리,존재
4782035042,경상북도 청도군 운문면 마일리,존재
4782035043,경상북도 청도군 운문면 방지리,존재
4782036000,경상북도 청도군 금천면,존재
4782036031,경상북도 청도군 금천면 동곡리,존재
4782036032,경상북도 청도군 금천면 사전리,존재
4782036033,경상북도 청도군 금천면 김전리,존재
4782036034,경상북도 청도군 금천면 갈지리,존재
4782036035,경상북도 청도군 금천면 소천리,존재
4782036036,경상북도 청도군 금천면 방지리,존재
4782036037,경상북도 청도군 금천면 임당리,존재
4782036038,경상북도 청도군 금천면 신지리,존재
4782036039,경상북도 청도군 금천면 박곡리,존재
4782036040,경상북도 청도군 금천면 오봉리,존재
4782037000,경상북도 청도군 매전면,존재
4782037041,경상북도 청도군 매전면 남양리,존재
4782037042,경상북도 청도군 매전면 당호리,존재
4782037043,경상북도 청도군 매전면 금곡리,존재
4782037044,경상북도 청도군 매전면 동산리,존재
4782037045,경상북도 청도군 매전면 북지리,존재
4782037046,경상북도 청도군 매전면 용산리,존재
4782037047,경상북도 청도군 매전면 온막리,존재
4782037048,경상북도 청도군 매전면 호화리,존재
4782037049,경상북도 청도군 매전면 장연리,존재
4782037050,경상북도 청도군 매전면 예전리,존재
4782037051,경상북도 청도군 매전면 내리,존재
4782037052,경상북도 청도군 매전면 지전리,존재
4782037053,경상북도 청도군 매전면 송원리,존재
4782037054,경상북도 청도군 매전면 구촌리,존재
4782037055,경상북도 청도군 매전면 하평리,존재
4782037056,경상북도 청도군 매전면 상평리,존재
4782037057,경상북도 청도군 매전면 관하리,존재
4782037058,경상북도 청도군 매전면 금천리,존재
4782037059,경상북도 청도군 매전면 덕산리,존재
4782037060,경상북도 청도군 매전면 두곡리,존재
4783000000,경상북도 고령군,존재
4783025300,경상북도 고령군 대가야읍,존재
4783025321,경상북도 고령군 대가야읍 쾌빈리,존재
4783025322,경상북도 고령군 대가야읍 고아리,존재
4783025323,경상북도 고령군 대가야읍 헌문리,존재
4783025324,경상북도 고령군 대가야읍 장기리,존재
4783025325,경상북도 고령군 대가야읍 연조리,존재
4783025326,경상북도 고령군 대가야읍 지산리,존재
4783025327,경상북도 고령군 대가야읍 본관리,존재
4783025328,경상북도 고령군 대가야읍 중화리,존재
4783025329,경상북도 고령군 대가야읍 저전리,존재
4783025330,경상북도 고령군 대가야읍 내상리,존재
4783025331,경상북도 고령군 대가야읍 신리,존재
4783025332,경상북도 고령군 대가야읍 외리,존재
4783025333,경상북도 고령군 대가야읍 내곡리,존재
4783031000,경상북도 고령군 덕곡면,존재
4783031031,경상북도 고령군 덕곡면 가륜리,존재
4783031032,경상북도 고령군 덕곡면 원송리,존재
4783031033,경상북도 고령군 덕곡면 노리,존재
4783031034,경상북도 고령군 덕곡면 백리,존재
4783031035,경상북도 고령군 덕곡면 옥계리,존재
4783031036,경상북도 고령군 덕곡면 용흥리,존재
4783031037,경상북도 고령군 덕곡면 본리리,존재
4783031038,경상북도 고령군 덕곡면 예리,존재
4783031039,경상북도 고령군 덕곡면 반성리,존재
4783031040,경상북도 고령군 덕곡면 후암리,존재
4783032000,경상북도 고령군 운수면,존재
4783032030,경상북도 고령군 운수면 봉평리,존재
4783032031,경상북도 고령군 운수면 대평리,존재
4783032032,경상북도 고령군 운수면 신간리,존재
4783032033,경상북도 고령군 운수면 법리,존재
4783032034,경상북도 고령군 운수면 유리,존재
4783032035,경상북도 고령군 운수면 팔산리,존재
4783032036,경상북도 고령군 운수면 운산리,존재
4783032037,경상북도 고령군 운수면 월산리,존재
4783032038,경상북도 고령군 운수면 화암리,존재
4783033000,경상북도 고령군 성산면,존재
4783033035,경상북도 고령군 성산면 어곡리,존재
4783033036,경상북도 고령군 성산면 득성리,존재
4783033037,경상북도 고령군 성산면 삼대리,존재
4783033038,경상북도 고령군 성산면 오곡리,존재
4783033039,경상북도 고령군 성산면 강정리,존재
4783033040,경상북도 고령군 성산면 무계리,존재
4783033041,경상북도 고령군 성산면 박곡리,존재
4783033042,경상북도 고령군 성산면 대흥리,존재
4783033043,경상북도 고령군 성산면 용소리,존재
4783033044,경상북도 고령군 성산면 상용리,존재
4783033045,경상북도 고령군 성산면 고탄리,존재
4783033046,경상북도 고령군 성산면 기족리,존재
4783033047,경상북도 고령군 성산면 기산리,존재
4783033048,경상북도 고령군 성산면 사부리,존재
4783034000,경상북도 고령군 다산면,존재
4783034031,경상북도 고령군 다산면 평리리,존재
4783034032,경상북도 고령군 다산면 호촌리,존재
4783034033,경상북도 고령군 다산면 곽촌리,존재
4783034034,경상북도 고령군 다산면 상곡리,존재
4783034035,경상북도 고령군 다산면 좌학리,존재
4783034036,경상북도 고령군 다산면 월성리,존재
4783034037,경상북도 고령군 다산면 노곡리,존재
4783034038,경상북도 고령군 다산면 나정리,존재
4783034039,경상북도 고령군 다산면 벌지리,존재
4783034040,경상북도 고령군 다산면 송곡리,존재
4783035000,경상북도 고령군 개진면,존재
4783035032,경상북도 고령군 개진면 양전리,존재
4783035033,경상북도 고령군 개진면 반운리,존재
4783035034,경상북도 고령군 개진면 신안리,존재
4783035035,경상북도 고령군 개진면 직리,존재
4783035036,경상북도 고령군 개진면 개포리,존재
4783035037,경상북도 고령군 개진면 오사리,존재
4783035038,경상북도 고령군 개진면 구곡리,존재
4783035039,경상북도 고령군 개진면 옥산리,존재
4783035040,경상북도 고령군 개진면 부리,존재
4783035041,경상북도 고령군 개진면 생리,존재
4783035042,경상북도 고령군 개진면 인안리,존재
4783036000,경상북도 고령군 우곡면,존재
4783036034,경상북도 고령군 우곡면 도진리,존재
4783036035,경상북도 고령군 우곡면 예곡리,존재
4783036036,경상북도 고령군 우곡면 답곡리,존재
4783036037,경상북도 고령군 우곡면 봉산리,존재
4783036038,경상북도 고령군 우곡면 포리,존재
4783036039,경상북도 고령군 우곡면 객기리,존재
4783036040,경상북도 고령군 우곡면 월오리,존재
4783036041,경상북도 고령군 우곡면 연리,존재
4783036042,경상북도 고령군 우곡면 대곡리,존재
4783036043,경상북도 고령군 우곡면 사전리,존재
4783036044,경상북도 고령군 우곡면 야정리,존재
4783036045,경상북도 고령군 우곡면 속리,존재
4783036046,경상북도 고령군 우곡면 사촌리,존재
4783037000,경상북도 고령군 쌍림면,존재
4783037037,경상북도 고령군 쌍림면 귀원리,존재
4783037038,경상북도 고령군 쌍림면 송림리,존재
4783037039,경상북도 고령군 쌍림면 산당리,존재
4783037040,경상북도 고령군 쌍림면 백산리,존재
4783037041,경상북도 고령군 쌍림면 하거리,존재
4783037042,경상북도 고령군 쌍림면 신촌리,존재
4783037043,경상북도 고령군 쌍림면 산주리,존재
4783037044,경상북도 고령군 쌍림면 매촌리,존재
4783037045,경상북도 고령군 쌍림면 합가리,존재
4783037046,경상북도 고령군 쌍림면 신곡리,존재
4783037047,경상북도 고령군 쌍림면 평지리,존재
4783037048,경상북도 고령군 쌍림면 안화리,존재
4783037049,경상북도 고령군 쌍림면 안림리,존재
4783037050,경상북도 고령군 쌍림면 고곡리,존재
4783037051,경상북도 고령군 쌍림면 월막리,존재
4783037052,경상북도 고령군 쌍림면 용리,존재
4784000000,경상북도 성주군,존재
4784025000,경상북도 성주군 성주읍,존재
4784025021,경상북도 성주군 성주읍 경산리,존재
4784025022,경상북도 성주군 성주읍 대흥리,존재
4784025023,경상북도 성주군 성주읍 대황리,존재
4784025024,경상북도 성주군 성주읍 성산리,존재
4784025025,경상북도 성주군 성주읍 삼산리,존재
4784025026,경상북도 성주군 성주읍 학산리,존재
4784025027,경상북도 성주군 성주읍 금산리,존재
4784025028,경상북도 성주군 성주읍 예산리,존재
4784025029,경상북도 성주군 성주읍 백전리,존재
4784025030,경상북도 성주군 성주읍 용산리,존재
4784031000,경상북도 성주군 선남면,존재
4784031034,경상북도 성주군 선남면 용신리,존재
4784031035,경상북도 성주군 선남면 도흥리,존재
4784031036,경상북도 성주군 선남면 선원리,존재
4784031037,경상북도 성주군 선남면 소학리,존재
4784031038,경상북도 성주군 선남면 도성리,존재
4784031039,경상북도 성주군 선남면 동암리,존재
4784031040,경상북도 성주군 선남면 취곡리,존재
4784031041,경상북도 성주군 선남면 신부리,존재
4784031042,경상북도 성주군 선남면 성원리,존재
4784031043,경상북도 성주군 선남면 문방리,존재
4784031044,경상북도 성주군 선남면 오도리,존재
4784031045,경상북도 성주군 선남면 관화리,존재
4784031046,경상북도 성주군 선남면 유서리,존재
4784031047,경상북도 성주군 선남면 명포리,존재
4784031048,경상북도 성주군 선남면 장학리,존재
4784032000,경상북도 성주군 용암면,존재
4784032040,경상북도 성주군 용암면 덕평리,존재
4784032041,경상북도 성주군 용암면 본리리,존재
4784032042,경상북도 성주군 용암면 상언리,존재
4784032043,경상북도 성주군 용암면 용정리,존재
4784032044,경상북도 성주군 용암면 선송리,존재
4784032045,경상북도 성주군 용암면 용계리,존재
4784032046,경상북도 성주군 용암면 사곡리,존재
4784032047,경상북도 성주군 용암면 동락리,존재
4784032048,경상북도 성주군 용암면 기산리,존재
4784032049,경상북도 성주군 용암면 운산리,존재
4784032050,경상북도 성주군 용암면 문명리,존재
4784032053,경상북도 성주군 용암면 중거리,존재
4784032054,경상북도 성주군 용암면 마월리,존재
4784032055,경상북도 성주군 용암면 계상리,존재
4784032056,경상북도 성주군 용암면 대봉리,존재
4784032057,경상북도 성주군 용암면 상신리,존재
4784032058,경상북도 성주군 용암면 죽전리,존재
4784033000,경상북도 성주군 수륜면,존재
4784033035,경상북도 성주군 수륜면 백운리,존재
4784033036,경상북도 성주군 수륜면 신파리,존재
4784033037,경상북도 성주군 수륜면 적송리,존재
4784033038,경상북도 성주군 수륜면 봉양리,존재
4784033039,경상북도 성주군 수륜면 신정리,존재
4784033040,경상북도 성주군 수륜면 수성리,존재
4784033041,경상북도 성주군 수륜면 송계리,존재
4784033042,경상북도 성주군 수륜면 수륜리,존재
4784033043,경상북도 성주군 수륜면 오천리,존재
4784033044,경상북도 성주군 수륜면 계정리,존재
4784033045,경상북도 성주군 수륜면 남은리,존재
4784033046,경상북도 성주군 수륜면 보월리,존재
4784033047,경상북도 성주군 수륜면 작은리,존재
4784033048,경상북도 성주군 수륜면 성리,존재
4784034000,경상북도 성주군 가천면,존재
4784034030,경상북도 성주군 가천면 창천리,존재
4784034031,경상북도 성주군 가천면 화죽리,존재
4784034032,경상북도 성주군 가천면 동원리,존재
4784034033,경상북도 성주군 가천면 마수리,존재
4784034034,경상북도 성주군 가천면 법전리,존재
4784034035,경상북도 성주군 가천면 신계리,존재
4784034036,경상북도 성주군 가천면 용사리,존재
4784034037,경상북도 성주군 가천면 금봉리,존재
4784034038,경상북도 성주군 가천면 중산리,존재
4784035500,경상북도 성주군 금수강산면,존재
4784035521,경상북도 성주군 금수강산면 광산리,존재
4784035522,경상북도 성주군 금수강산면 명천리,존재
4784035523,경상북도 성주군 금수강산면 어은리,존재
4784035524,경상북도 성주군 금수강산면 후평리,존재
4784035525,경상북도 성주군 금수강산면 봉두리,존재
4784035526,경상북도 성주군 금수강산면 무학리,존재
4784035527,경상북도 성주군 금수강산면 영천리,존재
4784036000,경상북도 성주군 대가면,존재
4784036030,경상북도 성주군 대가면 칠봉리,존재
4784036031,경상북도 성주군 대가면 옥성리,존재
4784036032,경상북도 성주군 대가면 용흥리,존재
4784036033,경상북도 성주군 대가면 흥산리,존재
4784036034,경상북도 성주군 대가면 옥련리,존재
4784036035,경상북도 성주군 대가면 금산리,존재
4784036036,경상북도 성주군 대가면 옥화리,존재
4784036037,경상북도 성주군 대가면 대천리,존재
4784036038,경상북도 성주군 대가면 도남리,존재
4784037000,경상북도 성주군 벽진면,존재
4784037031,경상북도 성주군 벽진면 봉계리,존재
4784037032,경상북도 성주군 벽진면 매수리,존재
4784037033,경상북도 성주군 벽진면 외기리,존재
4784037034,경상북도 성주군 벽진면 봉학리,존재
4784037035,경상북도 성주군 벽진면 용암리,존재
4784037036,경상북도 성주군 벽진면 자산리,존재
4784037037,경상북도 성주군 벽진면 운정리,존재
4784037038,경상북도 성주군 벽진면 가암리,존재
4784037039,경상북도 성주군 벽진면 수촌리,존재
4784038000,경상북도 성주군 초전면,존재
4784038032,경상북도 성주군 초전면 대장리,존재
4784038033,경상북도 성주군 초전면 칠선리,존재
4784038034,경상북도 성주군 초전면 용성리,존재
4784038035,경상북도 성주군 초전면 문덕리,존재
4784038036,경상북도 성주군 초전면 자양리,존재
4784038037,경상북도 성주군 초전면 고산리,존재
4784038038,경상북도 성주군 초전면 월곡리,존재
4784038039,경상북도 성주군 초전면 소성리,존재
4784038040,경상북도 성주군 초전면 용봉리,존재
4784038041,경상북도 성주군 초전면 봉정리,존재
4784038042,경상북도 성주군 초전면 동포리,존재
4784038043,경상북도 성주군 초전면 어산리,존재
4784039000,경상북도 성주군 월항면,존재
4784039031,경상북도 성주군 월항면 대산리,존재
4784039032,경상북도 성주군 월항면 유월리,존재
4784039033,경상북도 성주군 월항면 안포리,존재
4784039034,경상북도 성주군 월항면 용각리,존재
4784039035,경상북도 성주군 월항면 보암리,존재
4784039036,경상북도 성주군 월항면 장산리,존재
4784039037,경상북도 성주군 월항면 수죽리,존재
4784039038,경상북도 성주군 월항면 지방리,존재
4784039039,경상북도 성주군 월항면 인촌리,존재
4785000000,경상북도 칠곡군,존재
4785025000,경상북도 칠곡군 왜관읍,존재
4785025021,경상북도 칠곡군 왜관읍 왜관리,존재
4785025022,경상북도 칠곡군 왜관읍 석전리,존재
4785025023,경상북도 칠곡군 왜관읍 매원리,존재
4785025024,경상북도 칠곡군 왜관읍 봉계리,존재
4785025025,경상북도 칠곡군 왜관읍 삼청리,존재
4785025026,경상북도 칠곡군 왜관읍 금산리,존재
4785025027,경상북도 칠곡군 왜관읍 낙산리,존재
4785025028,경상북도 칠곡군 왜관읍 금남리,존재
4785025029,경상북도 칠곡군 왜관읍 아곡리,존재
4785025300,경상북도 칠곡군 북삼읍,존재
4785025321,경상북도 칠곡군 북삼읍 율리,존재
4785025322,경상북도 칠곡군 북삼읍 어로리,존재
4785025323,경상북도 칠곡군 북삼읍 보손리,존재
4785025324,경상북도 칠곡군 북삼읍 숭오리,존재
4785025325,경상북도 칠곡군 북삼읍 인평리,존재
4785025326,경상북도 칠곡군 북삼읍 오평리,존재
4785025600,경상북도 칠곡군 석적읍,존재
4785025621,경상북도 칠곡군 석적읍 성곡리,존재
4785025622,경상북도 칠곡군 석적읍 중리,존재
4785025623,경상북도 칠곡군 석적읍 남율리,존재
4785025624,경상북도 칠곡군 석적읍 포남리,존재
4785025625,경상북도 칠곡군 석적읍 중지리,존재
4785025626,경상북도 칠곡군 석적읍 반계리,존재
4785025627,경상북도 칠곡군 석적읍 망정리,존재
4785025628,경상북도 칠곡군 석적읍 도개리,존재
4785031000,경상북도 칠곡군 지천면,존재
4785031036,경상북도 칠곡군 지천면 신리,존재
4785031037,경상북도 칠곡군 지천면 송정리,존재
4785031038,경상북도 칠곡군 지천면 금호리,존재
4785031039,경상북도 칠곡군 지천면 연화리,존재
4785031040,경상북도 칠곡군 지천면 달서리,존재
4785031041,경상북도 칠곡군 지천면 백운리,존재
4785031042,경상북도 칠곡군 지천면 창평리,존재
4785031043,경상북도 칠곡군 지천면 심천리,존재
4785031044,경상북도 칠곡군 지천면 덕산리,존재
4785031045,경상북도 칠곡군 지천면 영오리,존재
4785031046,경상북도 칠곡군 지천면 오산리,존재
4785031047,경상북도 칠곡군 지천면 용산리,존재
4785031048,경상북도 칠곡군 지천면 연호리,존재
4785031049,경상북도 칠곡군 지천면 낙산리,존재
4785031050,경상북도 칠곡군 지천면 황학리,존재
4785032000,경상북도 칠곡군 동명면,존재
4785032030,경상북도 칠곡군 동명면 금암리,존재
4785032031,경상북도 칠곡군 동명면 송산리,존재
4785032032,경상북도 칠곡군 동명면 가천리,존재
4785032033,경상북도 칠곡군 동명면 학명리,존재
4785032034,경상북도 칠곡군 동명면 남원리,존재
4785032035,경상북도 칠곡군 동명면 득명리,존재
4785032036,경상북도 칠곡군 동명면 기성리,존재
4785032037,경상북도 칠곡군 동명면 구덕리,존재
4785032038,경상북도 칠곡군 동명면 봉암리,존재
4785033000,경상북도 칠곡군 가산면,존재
4785033034,경상북도 칠곡군 가산면 다부리,존재
4785033035,경상북도 칠곡군 가산면 금화리,존재
4785033036,경상북도 칠곡군 가산면 가산리,존재
4785033037,경상북도 칠곡군 가산면 응추리,존재
4785033038,경상북도 칠곡군 가산면 용수리,존재
4785033039,경상북도 칠곡군 가산면 천평리,존재
4785033041,경상북도 칠곡군 가산면 심곡리,존재
4785033043,경상북도 칠곡군 가산면 학하리,존재
4785033044,경상북도 칠곡군 가산면 학상리,존재
4785033045,경상북도 칠곡군 가산면 학산리,존재
4785033046,경상북도 칠곡군 가산면 석우리,존재
4785033047,경상북도 칠곡군 가산면 송학리,존재
4785036000,경상북도 칠곡군 약목면,존재
4785036028,경상북도 칠곡군 약목면 복성리,존재
4785036029,경상북도 칠곡군 약목면 동안리,존재
4785036030,경상북도 칠곡군 약목면 남계리,존재
4785036031,경상북도 칠곡군 약목면 교리,존재
4785036032,경상북도 칠곡군 약목면 덕산리,존재
4785036033,경상북도 칠곡군 약목면 무림리,존재
4785036034,경상북도 칠곡군 약목면 관호리,존재
4785037000,경상북도 칠곡군 기산면,존재
4785037028,경상북도 칠곡군 기산면 죽전리,존재
4785037029,경상북도 칠곡군 기산면 평복리,존재
4785037030,경상북도 칠곡군 기산면 영리,존재
4785037031,경상북도 칠곡군 기산면 행정리,존재
4785037032,경상북도 칠곡군 기산면 봉산리,존재
4785037033,경상북도 칠곡군 기산면 각산리,존재
4785037034,경상북도 칠곡군 기산면 노석리,존재
